"HolderAddress","Balance","PendingBalanceUpdate"
"0x0192d374d05aa102615c6c5327dfb31089914c29","7.13572244E-10","No"
"0x019a7843479a54a8309caf05145b1eeb1a2ff26a","47.06","No"
"0x019c34af256557e4cf91c589daf2483e53e95438","398.411082134765","No"
"0x019cd07a77ca09c5f57666411c5bb87b4f9c04aa","0.00557826342292051","No"
"0x019d914c0fd5d41e4c23d430b1cf22165bfee648","1.024E-15","No"
"0x019def3042e8f07b2f4ca780fab90ad81c28590a","10000","No"
"0x019e648828842c1d81835730852e7860c4b682dd","8.34404884","No"
"0x019f2e0268549f7225b3d8400ed65cda0f38623f","359.14034689","No"
"0x01a1140f35616c7aec6df02224054acfb4f87a15","15.18316456","No"
"0x01a2fe0290f81f45051041dc44fd83afb34e43e2","108.49869528","No"
"0x01a44c3de21142fe25d9d6993b8e608a8f80d4d0","1.52441912","No"
"0x01a45818cea56797696d02cc6c87d0b5ed961441","265.89845903","No"
"0x01a45f7fbf7453092e49b6db137568f9cfab8ead","2466.84516492756","No"
"0x01a85d92f88311cfab6b79146367832991b00f60","25.01391225","No"
"0x01aaec4c874dc510edf9a88983db807f45244436","150","No"
"0x01ad4e35e3d55e1a7e4b73733d4a34523c9c9287","8.98211229","No"
"0x01b090abdc343a7cb3ffcabe2d51eb0c6ae04da5","19.20306708","No"
"0x01b2e976fe84b969e789cf1b4e32366a3a05b9de","15.47343824","No"
"0x01b3632c7f6fe10eda65e16b351db3c2d886cb34","173.61999998","No"
"0x01b50e8283f79bb43b5be9452887132c9ab59034","640.95571765","No"
"0x01bd3b98d16a9c70a1c27005cbf4e65ef2524c53","0.20412097","No"
"0x01bdda2e83d037a7f73e6c1b16c67919606de752","86.7","No"
"0x01c14796113bd43452b68fb75c1b26eaa50e491b","779.56872835","No"
"0x01c1a17a280ffd8038daf77cd8423811d0a23036","32.26706679","No"
"0x01c3025256d2144f752b31584ae29939d2fd7c5b","21.77808835","No"
"0x01c3b0e640b3fa7a2adb073461ba1e8d8f82a7ac","50.34875526","No"
"0x01c4b05cd0d1490991b645ab5b864b06dee28c08","2.145534983E-09","No"
"0x01c53914dd3a679213bf7b04182dd16738752d23","13.30757189","No"
"0x01c5cf4d50fb7dce68878a0873ed082a6f81462d","452.844","No"
"0x01ca6623cc4bcaa5071d01304984d2f2c3df56cd","4.14699296","No"
"0x01cf10e84e3439653c6ef0b1ab46b755a77cd313","110","No"
"0x01d03b58b651f27280ff84a776a13187458de29c","4.51514812","No"
"0x01d5492eb77f3dd68fa428a626458799a0611c37","36.1","No"
"0x01da437afc2e7944604fe29ef4132504b56c489b","5.66400558","No"
"0x01ded6626ab7a396d6b9abaa2c9d6b7e0ab761ea","50","No"
"0x01dfe6a90490daaa0779a62387e91e9f725b06a5","94.07263911","No"
"0x01eae3928d08a063e74e8ea3d86b39d4917fbaad","392.78330403","No"
"0x01ed8bd6e4e6b6c2b230fcac7771ab04160f16fa","68.5159098","No"
"0x01f2326c0fcbee691e3d6a47d0e83294f78edb95","298.7","No"
"0x01f40afce5d73b35d68bd3c4c53870e63990017d","0.99","No"
"0x01f5343e66c6ddd37c7332a17e53eb61f30c5ba8","602.95","No"
"0x01f5d183b7b3f6950d69e2d56d2117ce6d2323a3","124.54010726","No"
"0x01fb51f8a664f0f2b7cf8f6eee89f7c1b7e05ba1","204","No"
"0x01fc35fae81a567aa80a31282ce340e2b72b9b6f","3","No"
"0x01fc9ed5572a15a336d72c2e31645b682b762c8b","100","No"
"0x01fcc27155f56c26c77738122926f6d72d4bed82","95.16529398","No"
"0x01fd24a34226097edac271cd2a376ec0ec53964e","7.644E-10","No"
"0x01fed0bcce740478e3417d64e2f519a55b03a46e","6.0135","No"
"0x01ffb867d9c1b967231310c71fe92119cac0e8f1","909.35615284","No"
"0x020374dd87d23f0f301adbaff3db26d16dc0a080","4E-08","No"
"0x0207058c980a79c672d3720e91e9d62037549709","45","No"
"0x0209bf1615270df07b7d89b968a4b24451931dad","18.51258386","No"
"0x0209d3f5758e3c428e05b93e284defa394b10f8e","24.99988569","No"
"0x020cb6aadbf8267e19f3d6222212d781f8d31459","1.536E-14","No"
"0x020e60071614e4cf10bd3da8c3e312a53acf2472","324.26204","No"
"0x020e600dfe4a440d7f4f66cc4184599be1649b26","698.7","No"
"0x0211f3cedbef3143223d3acf0e589747933e8527","1076.91936","No"
"0x0212571a130c9512e676003de0e53d8596fb79c9","0.0001","No"
"0x02224e8478796d043f0e4166c4a178884a4aa5fa","0.6095599","No"
"0x022295a510bc10f20ddc27a62c0cd3c44c9f10bd","40.3613","No"
"0x022742f2260f69ce42170f8181d807ce6ae06d38","23.863260737737","No"
"0x02284b9889115d3654a72a8422ac0f3c28ed6ac4","10.0999585681329","No"
"0x02293fdab609bbe5ebef8840657d5f26e7477288","6.68692334","No"
"0x022993a83e727a338284e2c4d9b3862a7a6e974d","101.36570605","No"
"0x0229a054b8a8d6f7b15c9390c765014b26f3ab69","48.77131351","No"
"0x022a34d92a2a72bc05d623391cd0d18a9d4141d7","163.02548371","No"
"0x022bce2c6b9b4357a42e9123857916c98af7486c","3","No"
"0x022c3ae95e53be9d912151e6764c274b760e8c2b","3.56389559","No"
"0x022d0d9cebd4857e199028155d41f8147e8ce018","125.67778727","No"
"0x0231dd4a7e1f5d3277cb3c86d44f08656f606567","36.92317393","No"
"0x02352e6dcf0c77577222adee8c63d52243b5c33f","1999.38708976","No"
"0x0235a531c6a7bf4e6d60dd5f6268a363423ccb61","1134.79","No"
"0x02374ed42266b977eef33f37fb24c49e3b944b1a","0.0735","No"
"0x0239bf1ac255d122b5fbd7fedaf3aead32dc8d39","100","No"
"0x0239ffb72be8378c946e48ae6a60e9ab2dfcd118","8.08038363789E-07","No"
"0x023b9f36c22d4b915d359a75e525f59e7768c7e8","0.00490844081681441","No"
"0x023cc81210d25abc382db4917af88b5cc0b3436b","106.52085103","No"
"0x023d483cd425de09bf7a62dc9a4532b05f025dce","0.0001","No"
"0x023e2003cc107c3573084a2b1f66a1fae8d56b14","1","No"
"0x0240539ec9ec47a9d0dd4c5bc37435093a3c19a2","7.183014367815E-06","No"
"0x0247d75baec84231b6d7b1dfa4533d1af0789842","1000","No"
"0x0249fe520e4983cfae9c3a18864eecb50597c3d7","12","No"
"0x024a27d2d574664f61dd93042797f4713300c945","5.99E-06","No"
"0x024a9670238dce346ab2bf734cf6701b18929400","2.34291174","No"
"0x024e3eabe96cc6f66a459ba07130d15e185b31ed","100.4","No"
"0x025042c83cd1079cba312d6716e00aa84b56a08a","0.08295269","No"
"0x02528db0b47608bb37c554731c847add29071779","0.3515995","No"
"0x0254896774c2a4d3896b505db0942435926d28e4","0.0001","No"
"0x0259cb3fe7f78ae6c24c3c10ced3c48ceb75a87b","93.09618644","No"
"0x025b654306621157ae8208ebc5dd0f311f425ac3","8.2144529259545E-05","No"
"0x025d23b6c61b1b497d774f555deddde33d40c88e","537.1908","No"
"0x026122654b5c91c8152fce1dcff9a8c086db6fa9","1.835815403E-09","No"
"0x0264e9a61777291e764a191c4e41490527f6fcf7","94.59999581","No"
"0x026520be2b0c1c70292d8e9bd8b1e3e2981d5d5b","4.21306761","No"
"0x026612d3ee1f35139a16be9e63d887ffbdd6b7e8","69.65","No"
"0x026795750992ffbb22c82990f4fa114b51bcc2e2","58.7","No"
"0x02688d1c732dc466ff09dd56851ed354e7afb5e1","4.94559842","No"
"0x0269a5eb8f874781fe614972f6261de0cb91e263","503.27992757","No"
"0x026b10582aab54ded7d310d5dc078891a3e9c27a","53.37871025","No"
"0x027445a5792257778ecb59815939f98579bb28f6","23.24666843","No"
"0x02764be5cb5a677ff0bca5b764107c371eeb314a","24.28523003","No"
"0x0277b12e16f98d0ebb01d7f8435eaca1962b3a33","47.79270537","No"
"0x027ad4967829350610b8c3499b7ad51177f302f9","14","No"
"0x027fc980efd108afe558bdcd1360c0d913905dc0","82","No"
"0x028474a3e66f05bd162b226a3224abe67535050f","0.05628224","No"
"0x028ac17d86902e952c73277a58054beae4eb0a66","121.7","No"
"0x028cffc3a512cad41c413bf1dc214a3a9b26bc1d","10.17603468","No"
"0x029267246a0b1b8d0b75c5469b1683d75793b2b5","7.47610931","No"
"0x02928f9e8efbe1b07cc1af78b5b23d2ed54125ec","0.99976714052082","No"
"0x02931c83efa900d2cc91c067e4b1cfb8c8c63fb0","101.311649075405","No"
